DrugBank ID	HMDB ID	PTID_num	SMILES	T3DB ID
			CCNC(=O)NC(=O)C(=NOC)C#N	T3D3819
DB01483			CCC1(CC)C(=O)NC(=O)NC1=O	
DB09115			OC1=C2N=CC=CC2=C(I)C=C1I	
DB06778			[Cu++].[O-]S([O-])(=O)=O	
			CC(C)C1=CC=CC(C(C)C)=C1O	T3D2900
			CCCCOC(=O)C1=CC=C(O)C=C1	T3D3980
DB06723			[OH-].[OH-].[OH-].[Al+3]	
DB00818			CC(C)C1=CC=CC(C(C)C)=C1O	
DB01546			CCC(N)CC1=CNC2=CC=CC=C12	
			CC(O)CCC1=C(C)C=CCC1(C)C	
DB11148			CCCCOC(=O)C1=CC=C(N)C=C1	
	HMDB32575		CCCCOC(=O)C1=CC=C(O)C=C1	
			CC(=O)NCC(O)CCC(N)C(O)=O	
			CC(C)C1CC[C]2(C)C[CH]1O2	
	HMDB00207		CCCCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCCCCCCCCCCCCCCCCO	
			CCC=CCC=CCC=CCCCCCC(O)=O	
			CCCCCCC=CCCCCCCCCCC(O)=O	
			CCCCCCCCCC=CC=CC=CC(O)=O	
		870	C1=CC=C(C=C1)C2=CC=CC=C2	
			OC(=O)CC1=CC=C(O)C(O)=C1	
			OC(=O)CC1=CC(O)=C(O)C=C1	
			OC(=O)CC1=C(O)C=CC(O)=C1	
			OC(=O)CC1(O)C=CC(=O)C=C1	T3D5004
		1299	CCS(CC(C)SP(=O)(OC)OC)=O	
		281	CCS(CC(C)SP(=O)(OC)OC)=O	
DB00356			ClC1=CC2=C(OC(=O)N2)C=C1	
			C1=CC=C(C=C1)C1=CN=CC=C1	
			CCCCCC=CCCCCCCCCCCC(O)=O	
			C1=CC=C(C=C1)C1=CC=CC=N1	
			OC(=O)CC(=CC(O)=O)C(O)=O	
DB01121			NC(=O)NC(=O)CC1=CC=CC=C1	
	HMDB03231		CCCCCCC=CCCCCCCCCCC(O)=O	
			OC(=O)CC1=CNC2=C1C=CC=C2	
			OC(=O)CC1=CNC2=C1C=CC=C2	
			OC(=O)CN(CC(O)=O)CC(O)=O	T3D4705
DB04224			CCCCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCC=CCCCCCCCC(O)=O	
		1459	CCOP(OCC)(=S)SCSC(C)(C)C	
		365	CCOP(OCC)(=S)SCSC(C)(C)C	
			CCCCCCCCC1=NC(C)=C(CC)S1	
			CC(C)[CH]1CCC(C)=C[CH]1O	
			[Na+].OC(=O)C=CC([O-])=O	
			OC(=O)CCCCC1=CC=CC(O)=C1	
			CCCCCCCC=CCCCCCCCCC(O)=O	
	HMDB00714		OC(=O)CNC(=O)C1=CC=CC=C1	
			CCCCCCCC=CCCCCCCCCC(O)=O	
			CC(C)[CH]1CCC(C)=C[CH]1O	
			[H][C](C)(CO)C1=CC=CC=C1	
		190	CCOP(CC)(=S)SC1=CC=CC=C1	
			OC(C=O)C1=CC(O)=C(O)C=C1	
			CC(CCC1=CC=CC=C1)OC(C)=O	
		961	CCCCC1=C(C)NC(=NCC)N=C1O	
			OCC(O)C(O)C(O)C(O)C(O)=O	
			OCC(O)C(O)C(O)C(O)C(O)=O	T3D1157
			CC(CC1=CC=CC=C1)N(C)CC#C	T3D2965
			CC(CCC([O-])=O)C([O-])=O	
DB09185			CCOC1=CC=CC=C1OCC1CNCCO1	
			CCCC=C1OC(C)=C([O-])C1=O	
			C1=CC2=C3C1=CC=CC3=CC=C2	T3D0618
			OC1=C(Cl)C(Cl)=C(Cl)C=C1	
	HMDB00573		CCCCCCCCC=CCCCCCCCC(O)=O	
			CC(CCO)CCC=C(C)CCC=C(C)C	
			CCCC(=O)OCC(CO)OC(=O)CCC	
DB01488			CN(C)CCC1=CNC2=CC=CC=C12	
		855	CN(C)N=C(S)SSC(=NN(C)C)S	
			OC1COC2(O)C1OC(=O)C2(O)O	
			O[CH](C#N)C1=CC=C(O)C=C1	
			[H][C](C)(N)CC1=CC=CC=C1	T3D3051
DB01367			C#CCN[CH]1CCC2=CC=CC=C12	
			OC(C=O)C1=CNC2=C1C=CC=C2	
			CCCCCCCCCCCC=CCCCCC(O)=O	
			OC(COP([O-])([O-])=O)C=O	
			CCSC1=CC=C(OC(=O)NC)C=C1	T3D0911
		274	C1CNC(=C(N(=O)=O)[H])SC1	
			OC(=O)C=CC1=CC=CC=C1[O-]	
			OC1=CC=CC=C1[N+]([O-])=O	T3D3579
			[H][C]1(CCC(O)=N1)C(O)=O	T3D4270
			CCCCCCCCCCCCC=CC=CC(O)=O	
			BrC1=CC=CC=C1C1=CC=CC=C1	T3D1917
DB13966			CCCCCCCCCCCCCC(=O)OC(C)C	
DB00330			CC[CH](CO)NCCN[CH](CC)CO	
			O[CH](COP(O)(O)=O)C(O)=O	
			CC(C)O[Sb](OC(C)C)OC(C)C	T3D1861
		62	CN(C)C(CSC(=N)O)CSC(=N)O	
DB01206			ClCCN(N=O)C(=O)NC1CCCCC1	
			NC(=O)NC(=O)CC1=CC=CC=C1	
			CCC(=O)C1=C(C)C=C(C)C=C1	
			COC(=O)C1=CC=CC=C1C(O)=O	T3D3886
	HMDB02130		COC(=O)C1=CC=CC=C1C(O)=O	
			[H]C(C(O)=O)=C(C)CC(O)=O	T3D4265
			CON1C=C(C=O)C2=CC=CC=C12	
			[H]C(C(O)=O)=C(OC)C(O)=O	
			N[CH](CS(O)(=O)=O)C(O)=O	
			COC(=CC(O)=O)C(=O)C(C)=C	T3D3738
DB01537			COC1=CC(Br)=C(OC)C=C1CCN	
			[H]C(CCC)=C([H])COC(C)=O	
			CC1=C(C=CC=C1N=C=O)N=C=O	T3D1668
			NC(CCSCC(N)C(O)=O)C(O)=O	
			CC1=CC=C2C(CCCC2(C)C)=C1	
			COC1=CC(C=CCO)=CC(O)=C1O	
			CC1=CC=C(C=C1N=C=O)N=C=O	T3D1667
			CC1=C(CCOP(O)(O)=O)SC=N1	
			CC1=C(CCOP(O)(O)=O)SC=N1	
			[H]C(CC1=CC=C(O)C=C1)=NO	
DB00388			CNC[CH](O)C1=CC(O)=CC=C1	
			CC1=CC(Cl)=CC=C1OCC(O)=O	T3D0804
			CC(C)(O)C(O)CCC(C)(O)C=C	
			OCCCCCCCCCCCCCCCCCC(O)=O	
			[H]C(CO)=C([H])CCCCCCCCC	
			[H][C](O)(CO)C1=CC=CC=C1	
			N[CH](CCCNC(=N)NO)C(O)=O	
			CC(C(O)=O)C1=CC=C(O)C=C1	
			CSC(=O)C1=CC=CC2=C1SN=N2	T3D3789
			COC(=O)C=CC1=CC=C(O)C=C1	
			CO[C]1C(OC)=CC(=C)C=C1OC	
DB00226			NC(N)=NCC1COC2(CCCCC2)O1	
		377	CC(C)(C)C(CSC)=NOC(=NC)O	
		1331	CC(C)(C)C(CSC)=NOC(=NC)O	
			[NH3+]OC(=O)C(=O)O[NH3+]	
DB01556			CC(C)(N)CC1=CC=C(Cl)C=C1	
DB00302			NC[CH]1CC[CH](CC1)C(O)=O	
	HMDB00484		COC1=C(O)C=CC(=C1)C(O)=O	
			CC12OC1C(=O)CC(C)(C)C2=O	
			CC1CC(C)(CO1)C1=CC=CC=C1	
			COC1=C(O)C=CC(C=CC=O)=C1	
DB00653			[Mg++].[O-]S([O-])(=O)=O	
		1149	CC=1C=CC=C2C1N3C=NN=C3S2	
DB00259			NC1=CC=C(C=C1)S(N)(=O)=O	
			COC1=CC2=C(OCO2)C=C1CC=C	
			[O-]C(=O)C1=CC(Cl)=CC=C1	
			CNC(=O)ON=C(CSC)C(C)(C)C	T3D1014
			CC1(C)C2CCC1(C)C(C)(O)C2	
		1197	CC1=CC(=CC=C1N=CN(C)C)Cl	
		68	CC1=CC(=CC=C1N=CN(C)C)Cl	
			[H][C](N)(CC(O)=N)C(O)=O	T3D4362
			CC(=O)OCCC1CC=C(C)C1(C)C	
DB01560			C[CH](N)C(=O)C1=CC=CC=C1	
			CC1=C(SSCC2=CC=CO2)C=CO1	
		660	CC1=CC(=CC=C1OCC(=O)O)Cl	
			COC1=CC=CC2=C1OC(=O)C=C2	
			CNC(=O)ON=CC(C)(C)S(C)=O	T3D0918
			[H]C(CC)=C([H])CC(=O)C=C	
			CC(C)=CCCC(C)=CC=CC(C)=O	
			CNC(=O)ON=CC1(C)SCC(C)S1	T3D0895
			CC(C)=CCCC(C)=CC([O-])=O	
			COC1=CC=C(C(C)=O)C(O)=C1	
			CNC(=O)OC1=CC=CC=C1OCC#C	T3D0990
			CCSCC1=CC=CC=C1OC(O)=NC	T3D0964
			OC1=CC=CC=C1C1=CC=CC=C1	T3D3981
DB00352			NC1=NC(=S)C2=C(N1)N=CN2	
	HMDB32582		OC1=CC=CC=C1C1=CC=CC=C1	
DB00711			CCN(CC)C(=O)N1CCN(C)CC1	
			CCCOC(=O)C1=CC=C(O)C=C1	T3D3979
		465	CCSC(N(CC(C)C)CC(C)C)=O	
			OC1=CC=CC=C1OS(O)(=O)=O	
		157	CCSCC1=CC=CC=C1OC(=NC)O	
			CCSC(=O)N(CC(C)C)CC(C)C	T3D4481
			C1CC2=C3C1=CC=CC3=CC=C2	T3D0161
		1221	C1CC1N=C2NC(=N)NC(=N)N2	
		108	C1CC1N=C2NC(=N)NC(=N)N2	
	HMDB32574		CCCOC(=O)C1=CC=C(O)C=C1	
			COC1=C(O)C(O)=C(C)C=C1O	
			CCCCS(=O)C[CH](N)C(O)=O	
		1169	CCN(CC)CCSP(=O)(OCC)OCC	
		19	CCN(CC)CCSP(=O)(OCC)OCC	
			CC1C=C[CH]2C[CH]1C2(C)C	
			NC1=CC=C(C=C1)C([O-])=O	
DB11254			CCCCCCC1=C(O)C=C(O)C=C1	
			[Mg++].[O-][Si]([O-])=O	
		1474	CC1=CC(=NC(Cl)=N1)N(C)C	
		141	COP1(OCC2=CC=CC=C2O1)=S	
DB01447			CC1N=C(N)OC1C1=CC=CC=C1	
			OC1=NC2=C(N=CN2)C(O)=N1	T3D4409
			OCC(O)C1OC(=O)C(=O)C1=O	
DB03209			OC(=O)C1=NC(=O)NC(=O)N1	
		404	C=1C=C(C=CC1Cl)OCC(=O)O	
			ClCCN(CCCl)P1(=O)NCCCO1	T3D4688
		1346	C=1C=C(C=CC1Cl)OCC(=O)O	
DB00531			ClCCN(CCCl)P1(=O)NCCCO1	
			CC(C)CC1=C(C)N=C(C)C=N1	
	HMDB02035		OC(=O)C=CC1=CC=C(O)C=C1	
			OC(=O)C=CC1=CC=C(O)C=C1	
			OC(=O)C=CC1=CC=C(O)C=C1	
	HMDB01713		OC(=O)C=CC1=CC=CC(O)=C1	
			C[Si](C)(C)O[Si](C)(C)C	
			CCCCC(C=O)=CC1=CC=CC=C1	
			N#CSCSC1=NC2=CC=CC=C2S1	T3D4538
DB00856			OCC(O)COC1=CC=C(Cl)C=C1	
			OCC(O)C1=CNC2=C1C=CC=C2	
			CCCCCC(CO)=CC1=CC=CC=C1	
			OCC(O)C1=CC(O)=C(O)C=C1	
DB00185			CC1O[C]2(CS1)CN1CCC2CC1	
			[O-]C(=O)CCCCCCCC=CCC=O	
			CC(C)COC(=O)CCCCCCCCC=C	
DB00244			NC1=CC(C(O)=O)=C(O)C=C1	
			OCC(Br)(CO)[N+]([O-])=O	T3D1724
DB13960			OCC(Br)(CO)[N+]([O-])=O	
			CCCCC1=CN=C(C=C1)C(O)=O	T3D3741
			CCCCC1OC(C)=C([O-])C1=O	
			O[As](O)(=O)C1=CC=CC=C1	T3D0310
DB00117			N[CH](CC1=CN=CN1)C(O)=O	
DB00117			N[CH](CC1=CN=CN1)C(O)=O	
			CCCCCC(=O)OCC1=CC=CC=C1	
DB00233			NC1=CC(O)=C(C=C1)C(O)=O	
			[H][C](N)(CC(C)C)C(O)=O	T3D4365
			OC(=O)CCCCCCCCC=CC(O)=O	
		895	COC1=CC(=C(C=C1Cl)OC)Cl	
		5	CCOC(CSP(OCC)(OCC)=S)=O	
			CCCCCCCCCCCCCCCCCC(O)=O	T3D4755
	HMDB00827		CCCCCCCCCCCCCCCCCC(O)=O	
			CC(C)OC(=O)NC1=CC=CC=C1	T3D1002
DB03193			CCCCCCCCCCCCCCCCCC(O)=O	
			NC1=NC(=O)C2=C(N1)N=CN2	
		6	CCOC(CSP(=O)(OCC)OCC)=O	
			CC1=CC=C(C)C2=C1C=CC=C2	
		788	CCN=C1N=C(Cl)NC(=NCC)N1	
			OC1=C(Br)C=C(C=C1Br)C#N	T3D1694
		1110	C1=CC(C=CC1=NNC(=N)O)=O	
			CCOC1=CC=C(C=C1)N=C(C)O	T3D4707
			COC1=CC(Cl)=C(OC)C=C1Cl	T3D3807
DB13977			[K+].[K+].[O-]C([O-])=O	
			CCCCCCCCCCCCCCC=CC(O)=O	
			CCCCCCCCCCCCCCCCCC(O)=O	
			CC1=C(O)C(=O)CC(C)(C)C1	
			CC1=C(O)C(=O)CC(C)(C)C1	
		752	CC(C)OC(=NC1=CC=CC=C1)O	
		1410	CC(C)OC(=NC1=CC=CC=C1)O	
			CCCCCCCCCCCCCCCCCCCCCCC	
			CCCCCCCCCCCCCCCCCCCCCCC	
			CCCCCCCCCCCCCCCCCCCCCCC	
			CC1=C(O)C(CO)=C(CO)C=N1	
DB00556			FC(F)(F)C(F)(F)C(F)(F)F	
DB00165			CC1=C(O)C(CO)=C(CO)C=N1	
			CCOC(=O)C(C)C(C)OC(C)=O	
DB00165			CC1=C(O)C(CO)=C(CO)C=N1	
			CC1=C(O)C(CO)=C(CO)C=N1	T3D2701
			CCCCCCCCCCCCCCCCCCCCCCO	
DB00632			CCCCCCCCCCCCCCCCCCCCCCO	
			CC(C)=CCCC(C)=CC(C)(C)O	
			CC1=C([O-])C(=O)C(=C)O1	
		395	CC1=CC=C(C=C1C)OC(=NC)O	
			OC1(C=CCCC1=O)C([O-])=O	
		17	COCCN=C(CSP(OC)(OC)=S)O	
			CCCCCCCCC1=NC(C)=C(C)S1	
			FC(F)(F)C(F)(F)C(F)(F)F	
			CC(C)(O)C1CCC(C)(O1)C=C	
			CC(C)(O)C1CCC(C)(O1)C=C	
			[H]C(CCCCCCC)=C([H])C=O	
		1569	CCN=C1N=C(Cl)NC(=NCC)N1	
			COP(=O)(NC(=O)OC(C)C)OC	
			[H]C(C=O)=C(C)CCC=C(C)C	T3D4866
		789	CCN=C1NC(=NCC)NC(=N1)OC	
		790	CCN=C1NC(=NCC)NC(=N1)SC	
		1551	CCCCN(CCC(=O)OCC)C(C)=O	
		1300	CCOP(OCC)(=S)SCCS(CC)=O	
		282	CCOP(OCC)(=S)SCCS(CC)=O	
			CCCCCCCCCC1=CC=C(O)C=C1	T3D4836
DB08839			NCCC1=CNC2=CC=C(O)C=C12	
			CC(C)=CCCC1=CCC(CC1)C=O	
		1168	COCCN=C(CSP(OC)(OC)=S)O	
			OC1=CC=C(C=C1)C([O-])=O	
			[H]C(CCCC)=C([H])CCCC=O	
			[H]C(CCCC)=C([H])C(C)=O	
			NC1=NC2=C(NC=N2)C(N)=N1	
			CCNC1=NC(NCC)=NC(Cl)=N1	T3D3922
			CCCC=C1OC(=O)C2=C1CCCC2	
			[H]C(CCC)=C([H])CCCCC=O	
			[H]C(CCC)=C([H])CCCCC=O	
			[K+].CCCCCCCCCC([O-])=O	
			CCCCCCCCCCCC=CC=CC(O)=O	
			CCCCCCOC(CCCCC)OCCC(C)C	
			S=C=NC1=CC=C(C=C1)N=C=S	T3D1681
		640	C1=C(C=C(C(=C1I)O)I)C#N	
			OC(=O)C1=CC=CN=C1C(O)=O	
DB01202			CC[CH](N1CCCC1=O)C(N)=O	
			CC(C)C1CCC2CC(=O)CCC2C1	
			CCC=C1OC(C)=C([O-])C1=O	
			CC(=C)C1CCC(C)(O)C(O)C1	
			CC(=C)C1CCC(C)(O)C(O)C1	
			CCC1(CC)C(O)=NCC(C)C1=O	T3D2987
DB01107			CCC1(CC)C(=O)NCC(C)C1=O	
DB01107			CCC1(CC)C(=O)NCC(C)C1=O	
DB04840			NC(=N)N1CCC2=CC=CC=C2C1	
			CC(=C)C1CC=C(C)C(=O)C1O	
			CC(=C)C1=CC[C](C)(O)CC1	
DB00155			N[CH](CCCNC(N)=O)C(O)=O	
			CC(=C)C(CC(O)=O)CC(O)=O	
		1438	CNP(NC)(=O)OC1=CC=CC=C1	
			CCC(O)(C(C)=O)C([O-])=O	
			CC(C)C1=CC=C(CCC=O)C=C1	
			CC(O)CCC1=C(C)CCCC1(C)C	
			COC(=O)C1C2CCCN2CC1(C)O	
			CCCC(=O)OCCC1=C(C)N=CS1	
			OC(=O)C1=CC(=O)NC(=O)N1	
		139	CN=C(NCC1CCOC1)NN(=O)=O	
		1547	CCC(C)OC(N1CCCCC1CCO)=O	
			NC(CCCC(N)C(O)=O)C(O)=O	
		964	CC(=O)[O-].[CH2]C.[Hg+]	
			CC(=O)N[CH](CCCN)C(O)=O	
			CN1CCC(=CC1)C1=CC=CC=C1	T3D3474
			CN1C(CCC1=O)C1=CN=CC=C1	T3D3956
			CC(C)C1CCC(C)CC1OC(C)=O	
		892	CN1C2=C(C=CC=C2SC1=O)Cl	
			CC=CS(=O)C[CH](N)C(O)=O	
			CC(=O)C1=C(O)C=CC(C)=C1	
			COC(=O)C1=CC=CC=C1N(C)C	
	HMDB04194		CN1C=CC(=O)C(=C1)C(N)=O	
			N=C1NC(=N)NC(N1)=NC1CC1	T3D4493
			CC(=O)C1=CC(=O)CC(CO)N1	
			CC=CS(=O)C[CH](N)C(O)=O	
			CC(=O)C1=NC=CC2=C1NC=N2	
			NC(CCCCN1C=CC=C1)C(O)=O	
			CC=CS(=O)C[CH](N)C(O)=O	
			O.O.O.[Na+].CNC([S-])=S	T3D3877
DB00155			N[CH](CCCNC(N)=O)C(O)=O	
			CC(C[N+](C)(C)C)OC(O)=N	T3D2958
DB01019			CC(C[N+](C)(C)C)OC(N)=O	
DB06709			CC(C[N+](C)(C)C)OC(C)=O	
			CC(O)C(=O)NCCOP(O)(O)=O	
			N[CH](CCCNC(N)=N)C(O)=O	
DB01446			CC(N)CC1=CNC2=CC=CC=C12	
	HMDB02107		OC(=O)C1=CC=CC=C1C(O)=O	
			C[N+]CCOP([O-])([O-])=O	
			C[N+](C)(C)CCOP(O)(O)=O	
			CC(=O)OC1CCN2CC(N)CCC12	T3D3775
			OC(=O)C1=CC(O)=NC(O)=N1	T3D4292
			CC(CCC=C(C)C)C1OCC(C)O1	
			CC(CCC=C)C1=CC=C(C)C=C1	
	HMDB13677		OC(=O)C1=CC(O)=CC(O)=C1	
DB00125			N[CH](CCCNC(N)=N)C(O)=O	
DB00125			N[CH](CCCNC(N)=N)C(O)=O	
			C[CH]1CC[CH](CC1)C(C)=C	
			CC(=O)OCCC1=CC=C(O)C=C1	
			NC(=O)NC(NC(N)=O)C(O)=O	
			OC(=O)C1=CC=C(O)C(O)=C1	
		1514	C=CCC=1C=CC(=C(C1)OC)OC	
		1590	C=CCN(CC=C)C(C(Cl)Cl)=O	
			CNC(=O)ON=CC(C)(C)CCC#N	T3D0989
			CNC(=O)OC1=CC=C(Cl)C=C1	T3D0910
			CC(SC1=C(C)OC=C1)C(C)=O	
			O=C1NC(=O)C2=NC=CNC2=N1	
		1549	CCC(C)(CCC(C)C)C(=NC)O	
			ClCCOP(=O)(OCCCl)OCCCl	T3D4950
		1416	CCCCSP(=O)(SCCCC)SCCCC	
			OC1=C(Br)C=C(Br)C=C1Br	T3D4804
			CCCCSP(=O)(SCCCC)SCCCC	T3D0141
		1014	CCOP(=O)(OC1CCCCC1)SCC	
DB04572			S=P(N1CC1)(N1CC1)N1CC1	
	HMDB29642		OC1=C(Br)C=C(Br)C=C1Br	
DB01490			NC1=NCC(O1)C1=CC=CC=C1	
			CCCC[Sn](Cl)(CCCC)CCCC	T3D1243
		1615	CCCCSP(=O)(SCCCC)SCCCC	
			CCCCCCCCCCCCCCC(=O)OCC	
			CC(C)C1CCC(C)=C(O)C1=O	
DB00657			CNC1(C)C2CCC(C2)C1(C)C	
			OCC1[NH2+]CC(O)C(O)C1O	
		841	[CH2]CCOCC.[Br-].[Hg+]	
		346	COCN=C(CSP(OC)(OC)=S)O	
			CC(C)(O)C=CCC(C)(O)C=C	
DB00379			CC(N)COC1=C(C)C=CC=C1C	
			CCC(=O)OCCC1=C(C)N=CS1	
DB08847			O[CH]1CN[CH](C1)C(O)=O	
			CC(=O)C(O)CC1=CC=CC=C1	
DB00797			C(C1=NCCN1)C1=CC=CC=C1	
			CCCCCCCCCCC=CC=CC(O)=O	
			CC1=C(C=O)C(C)(C)C=CC1	
			CCCCCCCCCCCCCC=CC(O)=O	
			C(C1CCCCC1)C1=NC=CN=C1	
			CC1=C(CC2OC2(C)C)OC=C1	
DB00375			ClCC1CO1.NCCNCCNCCNCCN	
			CC1=C(CC=O)C(C)(C)CCC1	
			[H][C](C)(O)C(=O)OCCCC	
			O=C1C=CC2=CC=CC=C2C1=O	T3D4636
			CCCS(=O)C[CH](N)C(O)=O	
			[H]OP([O-])(=[Se])O[H]	
			CCOC1(CCC(C)=CC1)C(C)C	
			S=P(N1CC1)(N1CC1)N1CC1	T3D4716
			CCOC1(C)CCC(C=C1)C(C)C	
			CCOC(=O)CC1(C)OCC(C)O1	
			ClC1=CC=C(C=C1Cl)N=C=O	T3D1669
			[H]OP(=[Se])(O[H])O[H]	
			OC1=CC(Br)=C(Br)C=C1Br	
			CC(=O)OCC=CC1=CC=CC=C1	
			OC1=CC(Cl)=C(Cl)C=C1Cl	
			OC1=CC(Cl)=C(Cl)C=C1Cl	T3D0222
			CCOC(=O)C1=CC=C(O)C=C1	T3D3978
	HMDB32573		CCOC(=O)C1=CC=C(O)C=C1	
DB01086			CCOC(=O)C1=CC=C(N)C=C1	
			CCOC(=O)C1=CC=C(N)C=C1	T3D2980
			CCCCCCCCOC(=O)C(=C)C#N	T3D1706
			CCC(CC(C)C(O)=O)C(O)=N	
		1540	CC1(C)C2CCC1(C)C(C2)=O	
			CC(OC(C)=O)C1=CC=CC=C1	
			CCCCCCCC[Sn](Cl)(Cl)Cl	T3D1254
			CC1(C)C2CCC1(C)C(=O)C2	
			CC1(C)C2CCC1(C)C(=O)C2	
			CCC(=O)C1=CC=C(CC)C=C1	
			CCCCCCOC(CCCCC)OCCCCCC	
			CC1(C)C2CC(O)C1(C)CC2O	
			CC(=O)CCC1=CC=C(C)C=C1	
	HMDB02259		CCCCCCCCCCCCCCCCC(O)=O	
			CCOC(=O)CCC(O)C(=O)OCC	
DB00184			CN1CCC[CH]1C1=CN=CC=C1	
			Br.COC(=O)C1=CCCN(C)C1	
			CCC(C)(OO)OOC(C)(CC)OO	T3D3523
			[H][C](N)(CCC(O)=O)C=O	
			SC(=S)NC1CCS(=O)(=O)C1	T3D1007
			CCCCCCCCCCCCCCCCCCC=CO	
		1543	CCCCOC(CCC(=O)OCCCC)=O	
			CC1=CC2=C(C=CC=C2)C=C1	
			CCCCCCCCCCCCCCCCCCCCCC	
			OC1=C(Cl)C=C(Cl)C=C1Cl	T3D0086
			OC1=C(Cl)C=C(Cl)C=C1Cl	
			O=C1CCCCCCCC=CCCCCCCO1	
	HMDB01934		CN1CCC[CH]1C1=CN=CC=C1	
			CN1CCC[CH]1C1=CN=CC=C1	
			O=CC1=CC=CC2=CC=CC=C12	
			CC(=O)SC1=C(C)OC(C)=C1	
			CC(=O)O[Hg]C1=CC=CC=C1	T3D0344
			CC(C)C(NC(N)=O)NC(N)=O	
			CC1=CC(=O)CC(C)(C)C1=O	
			[H]OC(C)(C)CCC=C(C)C=C	
			CCCC1OC(C)=C([O-])C1=O	
		1319	COCN=C(CSP(OC)(OC)=S)O	
			CC(C)(O)C=CCC(C)(O)C=C	
		1432	CC(C)C=1C=CC(C)=C(C1)O	
	HMDB39853		OC1=NC(Cl)=C(Cl)C=C1Cl	
			CNC(=O)OC1=CC=CC(C)=C1	T3D0985
		63	CC(C)C=1C=CC(C)=C(C1)O	
DB00167			CC[CH](C)[CH](N)C(O)=O	
DB00167			CC[CH](C)[CH](N)C(O)=O	
			COC(OC)C(C)C1=CC=CC=C1	
			COC(=O)C=C(C)CCC=C(C)C	
		1290	CC=1C=CC=C(C1)OC(=NC)O	
			CC1COC(C)(CCC=C(C)C)O1	
		260	CC=1C=CC=C(C1)OC(=NC)O	
			OC(=O)C(=O)CS(O)(=O)=O	
			CC(C)(CO)C(O)C([O-])=O	
DB01236			FCOC(C(F)(F)F)C(F)(F)F	
DB06704			NC(N)=NCC1=CC(I)=CC=C1	
			CC(=C)C(O)CCC(C)(O)C=C	
			C[C](O)(CCO)CC([O-])=O	
DB11738			C1CC1C(NC1=NCCO1)C1CC1	
			CC(=C)C(O)CCC(C)(O)C=C	
			CC(=C)C1(CCC(=C)CC1)OO	
			COC1=C(O)C=C(C=CC)C=C1	
			CC(C)C(=CC(O)=O)C(O)=O	
			CC(=C)C1CC=C(C)C(=O)C1	
			FCOC(C(F)(F)F)C(F)(F)F	T3D3029
		1194	CC(C)C=1C=CC(C)=C(C1)O	
		888	CC(C)C=1C=CC(C)=C(C1)O	
			OC1C(O)C(O)C(O)C(O)C1O	
			CN(C)C1=CC=CC=C1C(O)=O	
		889	C=C(C)C1CC=C(C)C(C1)=O	
		1357	C=C(C)C1CC=C(C)C(C1)=O	
DB12667			CCCC1=NC=CC(=C1)C(S)=N	
			CC(CCC=C(C)C)CC(C)(C)O	
			C=CC1=CN=CC2=C1CCOC2=O	
		1505	C=CCC=1C=CC(=C(C1)OC)O	
			CC(C)CCC1=NC(C)=CN=C1C	
		586	CN(C)C(=NC1=CC=CC=C1)O	
			OCC(O)C1OC(=O)C(O)=C1O	
DB01550			CC(CC1=CC=CC=C1)NCCC#N	
DB01550			CC(CC1=CC=CC=C1)NCCC#N	
			CN(C)C(=S)SSC(=S)N(C)C	T3D4542
		1138	CN(C)C(=S)SSC(N(C)C)=S	
			COC(C(O)=O)C1=CC=CC=C1	
		1623	CN(C)C(=S)SSC(N(C)C)=S	
			ON=CCC1=CNC2=CC=CC=C12	
			CC(CC(C)=O)SCC1=CC=CO1	
			CC(C=O)C1CCC(C)(O1)C=C	
			OC1COC(OC1)C1=CC=CC=C1	
			C[N+](C)(C)CCC([O-])=O	
			CC1OC(C)=C(C(C)=O)C1=O	
			ON=CCC1=CNC2=CC=CC=C12	
DB01506			NC1(CCCCC1)C1=CC=CC=C1	
			CC(=C)C1CCC(=C)C(C1)OO	
		294	CCOP(N=C1SCCS1)(=O)OCC	
			CC(N)=C(N)C1=CC=CC=C1O	
			CCCCCCCCC=CCCCCCC(O)=O	
DB00147			CC1=NC=C(CO)C(C=O)=C1O	
			CC(=C)C1CCC(C)=C(C1)OO	
		1511	CCCCCCCCC=CC1CCC(=O)O1	
			CC=C1OC(C)=C([O-])C1=O	
			COC1=CC(=CC=C1O)C(O)CO	
			CCCCCCCC1=NC(C)=C(C)S1	
		1340	C1=CC=C2C(=C1)C=CC=C2O	
			[H]C(CCCCC)=C([H])CC=O	
			CC1C(=O)OC2=C1CCC(C)C2	
			OCCCCCCCCCCCCCCCC(O)=O	
			[H]C(CCCCC)=C([H])CC=O	
	HMDB03229		CCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCC=CCCCCCCCC(O)=O	
	HMDB12328		CCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCC=CCCCCCC(O)=O	
			CCCCCCC=CCCCCCCCC(O)=O	
			CCCCCCCCC=CCCCCCC(O)=O	
			COC(=O)C1=CC=CC=C1NC=O	
DB04339			N[CH](CSCC(O)=O)C(O)=O	
DB00147			CC1=NC=C(CO)C(C=O)=C1O	
DB09086			COC1=C(O)C=CC(CC=C)=C1	
