DrugBank ID	HMDB ID	PTID_num	SMILES	T3DB ID
			OC[CH]1O[CH](OC2=CC(O)=CC3=C2C(=O)C(O[CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)=C(O3)C2=CC(O)=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			OC[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			OC[CH]1O[CH](OC2=CC(O)=CC3=[O+]C(=C(O[CH]4O[CH](CO)[CH](O)[CH](O)[CH]4O)C=C23)C2=CC(O)=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			OC[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H][C]12C[C]([H])(C)CN[C]1([H])[C]([H])(C)[C]1(CC[C]3([H])C(C(=O)[C]4([H])[C]3([H])CC=C3C[C]([H])(O)CC[C]43C)=C1C)O2	T3D4083
		1352	CC(C)C(C)(C(C(C(C)(C1(CCC2(C3(COC(C4(CC(C(CC4(C)C3(CCC12C)[H])(O)[H])(O)[H])[H])=O)[H])[H])[H])[H])(O)[H])(O)[H])[H]	
			[H][C](N)(CCCCNCN=C(O)C1=C(O)[C]([H])(N(C)C)[C]2([H])C[C]3([H])C(C(=O)C4=C(C=CC=C4O)[C]3(C)O)=C(O)[C]2(O)C1=O)C(O)=O	T3D3952
			O[CH]1[CH](CO[CH]2O[CH]([CH](O)[CH](O)[CH]2O)C(O)=O)O[CH](OC2=CC3=C(C(=O)C=C(O3)C3=CC=C(O)C=C3)C(O)=C2)[CH](O)[CH]1O	
			[H]C(C([H])=C1CCC[C]2(C)[C]1([H])CC[C]2([H])[C]([H])(C)C([H])=C([H])[C]([H])(O)C1CC1)=C1C[C]([H])(O)C[C]([H])(O)C1=C	T3D3062
DB06410			[H]C(C([H])=C1CCC[C]2(C)[C]1([H])CC[C]2([H])[C]([H])(C)C([H])=C([H])[C]([H])(C)C(C)C)=C1C[C]([H])(O)C[C]([H])(O)C1=C	
			[H]OC(=O)[C]1(O[H])O[C]([H])([C]([H])(O[H])[C]([H])(O[H])C([H])([H])O[H])[C]([H])(N([H])[H])[C]([H])(O[H])C1([H])[H]	
			[H][C]12CCCN1C(=O)[C]([H])(CC1=CC=CC=C1)N1C(=O)[C](C)(O[C]21O)N=C(O)[C]1([H])CN(C)[C]2([H])CC3=CNC4=CC=CC(=C34)C2=C1	T3D2460
			[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CC1=C(O)C(O)=CC=C1)=C(C)CCC=C(C)C	
			CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O	
			[H]OC(=O)[C]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[C]([H])(C(=O)O[H])C([H])([H])C([H])([H])C(=O)N([H])[H]	
			[H]OC(=O)[C]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N=C([H])N1C([H])([H])[H]	
			[H][C]1(O)CO[C]([H])(OC[C]2([H])O[C]([H])(OC3=CC=CC=C3C(=O)OC)[C]([H])(O)[C]([H])(O)[C]2([H])O)[C]([H])(O)[C]1([H])O	
			CC(C)C1N=C(O)C(CC(O)(CO)CO)N=C(O)C2CC3=C(NC4=CC=CC=C34)SCC(N=C(O)C(N=C1O)C(O)C(O)=O)C(=O)N1CC(O)CC1C(O)=NC(C)C(O)=N2	T3D2473
DB01180			[H][C]12C[CH](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[CH](OC)[CH](C(=O)OC)[C]1([H])C[C]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	
			[H]O[C]1([H])C([H])([H])[C]([H])(O[C]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])N1C([H])=NC2=C1N([H])C([H])=NC2=O	
			[H]O[C]1([H])C([H])([H])[C]([H])(O[C]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])N1C([H])=C([H])C(=NC1=O)N([H])[H]	
			[H]OC1=C([H])C(C([H])=C(C#N)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C([H])C(=C1O[H])[N+]([O-])=O	
			OS(O)(=O)=O.COC1=CC2=C(C=C1)N=CC=C2[CH](O)[CH]1CC2CCN1C[CH]2C=C.COC1=CC2=C(C=C1)N=CC=C2[CH](O)[CH]1CC2CCN1C[CH]2C=C	
DB01339			[H][C]12C[CH]([CH](OC(C)=O)[C]1(C)CC[C]1([H])[C]2([H])CC[C]2([H])C[CH](OC(C)=O)[CH](C[C]12C)N1CCCCC1)[N+]1(C)CCCCC1	
			C[CH]1O[CH](OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C2=CC(O)=C(O)C=C2)[CH](O[CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)[CH](O)[CH]1O	
			[Cu++].[Cu++].[Cu++].[Cu++].[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.CC([O-])=O.CC([O-])=O	T3D1219
			C[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
DB13947			[H]N(N=C1CC[C]2(C)C(CC[C]3([H])[C]4([H])CC[CH](OC(=O)CCCCCC)[C]4(C)CC[C]23[H])=C1)C(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	
			O[CH]1[CH](COC(=O)CC(O)=O)O[CH](OC[CH]2O[CH](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH]1O	
			[H][C]1(N)C[C]([H])(O[C]2([H])C[C](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C]([H])(C)[C]1([H])O	T3D2953
			[H]N1C(=NC2=C([H])C([H])=C([H])C([H])=C12)S(=O)C([H])([H])C1=NC([H])=C([H])C(OC([H])([H])C(F)(F)F)=C1C([H])([H])[H]	
			OCC1OC(CO)(OC2OC(COC3OC(COC4OC(COC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O	
			COC1=CC(=CC=C1O)[CH]1OC2=C(OC)C=C(C[CH]3[CH](CC4=CC(OC)=C5O[CH]([CH](CO)C5=C4)C4=CC(OC)=C(O)C=C4)COC3=O)C=C2[CH]1CO	
			OCC1OC(OC2=CC3=C(C=C([O-])C=C3OC3OC(COC(=O)C=CC4=CC(O)=C(O)C=C4)C(O)C(O)C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	
			[H][C]1(O[CH]2[CH](O)[CH](O)[CH](CO)O[CH]2C2=C(O)C=C(O)C3=C2O[CH](CC3=O)C2=CC=C(O)C=C2)O[CH](C)[CH](O)[CH](O)[CH]1O	
			[H][C]1(C)C2=NC(=C3C4=NC(=CC5=C(CC)C(C=O)=C(N5)C=C5NC(=C2)C(C)=C5C=C)C(C)=C4C(=O)[C]3([H])C(=O)OC)[C]1([H])CCC(O)=O	
			CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC=CC(=C1)S([O-])(=O)=O)C1=CC=CC=C1S(O)(=O)=O	
			[H]OC([H])([H])C([H])(O[H])C([H])([H])O[C]1([H])O[C]([H])(C([H])([H])O[H])[C]([H])(O[H])[C]([H])(O[H])[C]1([H])O[H]	
			COC1=C(O)C=C(C=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[CH]1O[CH](CO[CH]2O[CH](C)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			CC=CC(=O)SCCN=C(O)CCN=C(O)[CH](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[CH]1O[CH]([CH](O)[CH]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	
			[H][C]1(O[CH]2[CH](O)[CH](O)[CH](CO)O[CH]2C2=C(O)C=C(O)C3=C2O[CH](CC3=O)C2=CC=C(O)C=C2)O[CH](O)[CH](O)[CH](O)[CH]1O	
			[H]OC(=O)[C]([H])(O[C]1([H])[C]([H])(O[H])[C]([H])(O[C]([H])(O[H])[C]1([H])N([H])[H])C([H])([H])O[H])C([H])([H])[H]	
		338	CC=C(C(O[CH]1CC[C]2(C)[CH]3[C]1(O)O[C]24C[C]5(O)[CH]6CN7C[CH](C)CC[CH]7[C](C)(O)[C]6(O)[CH](O)C[C]5(O)[CH]4CC3)=O)C	
			CC(C)(COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O	
			CC(=C)C(=O)SCCNC(=O)CCNC(=O)[CH](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[CH]1O[CH]([CH](O)[CH]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	
			CC(C)C1N=C(O)C(CC(C)(C)O)N=C(O)C2CC3=C(NC4=CC=CC=C34)SCC(N=C(O)C(N=C1O)C(O)C(O)=O)C(=O)N1CC(O)CC1C(O)=NC(C)C(O)=N2	T3D2472
			[H][C]1(N)C[C]([H])(O[C]2([H])C[C](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(C)=O)O[C]([H])(C)[C]1([H])O	T3D2861
			COC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	
			CC1OC(OC2CC(O)C(C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=C2)C(O)=O)C(O)C(N)C1O	T3D2847
			COC1=CC(=CC=C1O[CH]1O[CH](CO)[CH](O)[CH](O)[CH]1O)C1=CC(=O)C2=C(O1)C=C(O)C([CH]1O[CH](CO)[CH](O)[CH](O)[CH]1O)=C2O	
			C[CH]1O[CH](OC2=CC3=C(C(=O)C(O)=C(O3)C3=CC=C(O)C=C3)C(O)=C2)[CH](O)[CH](O)[CH]1O[CH]1O[CH](CO)[CH](O)[CH](O)[CH]1O	
DB11630			OC1=CC=CC(=C1)C-1=C2CCC(=N2)C(=C2NC(C=C2)=C(C2=NC(C=C2)=C(C2=CC=C-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1	
			CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	
			COC1=CC=C(C=C1O)C1=[O+]C2=C(C=C1O[CH]1O[CH](CO[CH]3O[CH](C)[CH](O)[CH](O)[CH]3O)[CH](O)[CH](O)[CH]1O)C(O)=CC(O)=C2	
			CNC1=C2N=CN(C3OC(COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OCC4OC(C(O)C4O)N4C=[N+](C)C5=C4N=C(N)NC5=O)C(O)C3OC)C2=NC=N1	
			OC[C]1(O)CO[CH](O[CH]2[CH](O)[CH](O)[CH](COC(=O)CC(O)=O)O[CH]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[CH]1O	
DB00320			[H][C]12CCCN1C(=O)[CH](CC1=CC=CC=C1)N1C(=O)[C](C)(NC(=O)[CH]3CN(C)[C]4([H])CC5=CNC6=CC=CC(=C56)[C]4([H])C3)O[C]21O	
			COC1=CC(C[CH]2[CH](CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC(=C1O)C1=C(O)C(OC)=CC(C[CH]2[CH](CC3=CC(OC)=C(OC)C=C3)COC2=O)=C1	
			[H]OC([H])([H])C(N([H])C([H])(C(=O)C1=C([H])C(Cl)=C([H])C([H])=C1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	
			OC[CH]1O[CH](OC2=C(O)C3=C(OC(=CC3=O)C3=CC=C(O)C=C3)C(O[CH]3O[CH](CO)[CH](O)[CH](O)[CH]3O)=C2O)[CH](O)[CH](O)[CH]1O	
			C[CH]1O[CH](O[CH]2[CH](O)[CH](O)[CH](CO)O[CH]2OC2=CC(O)=C3C(=O)C[CH](OC3=C2)C2=CC(O)=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			[H]C(C(C)C1CC(C)=CC2(OC(CC(C)(O)C(O)=O)CCC2O)O1)=C([H])C1CCC2(CCC3OC(C(O)CC(C)C4OC5(CCC4C)OCCCC5C)C(=C)C(O)C3O2)O1	T3D4030
			COC1=C([CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)C2=C(C(=O)C=C(O2)C2=CC=C(O[CH]3O[CH](C)[CH](O)[CH](O)[CH]3O)C=C2)C(O)=C1	
			CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)C=CC1C	T3D1041
			OC[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H][C]12CC[CH]([CH](C)[CH](O)[CH](O)[CH](CC)C(C)C)[C]1(C)CC[C]1([H])[C]2([H])CC(=O)[C]2([H])C[CH](O)[CH](O)C[C]12C	
			OC[CH]1O[CH](OC2=CC3=C(C=C(O)C=C3O[CH]3O[CH](CO)[CH](O)[CH](O)[CH]3O)[O+]=C2C2=CC(O)=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			O[CH]1[CH](O)[CH](OC2=CC3=C(C=C2)C2=C(C=C(O[CH]4O[CH]([CH](O)[CH](O)[CH]4O)C(O)=O)C=C2)C(=O)O3)O[CH]([CH]1O)C(O)=O	
			[H]O[C]1([H])C([H])([H])[C]([H])(O[C]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])N1C([H])=C([H])C(=O)N([H])C1=O	
			[H]O[C]1([H])O[C]([H])(C([H])([H])OP(=O)(O[H])O[H])[C]([H])(O[H])[C]([H])(O[H])[C]1([H])N([H])C(=O)C([H])([H])[H]	
DB00206			[H][C]12C[CH](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[CH](OC)[CH](C(=O)OC)[C]1([H])C[C]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	
DB00157			NC(=O)C1=CN(C=CC1)[CH]1O[CH](CO[P](O)(=O)O[P](O)(=O)OC[CH]2O[CH]([CH](O)[CH]2O)N2C=NC3=C(N)N=CN=C23)[CH](O)[CH]1O	
			[H]C([H])=C([H])C(=O)O[C]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	
			[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CC1=CC(=CC(OC)=C1[O-])C(O)=O)=C(C)CCC=C(C)C	
			[H]OP(=O)(O[H])OC([H])([H])C1([H])OC2([H])N([H])C3=C(N([H])C2([H])C2=C1S[Mo](=O)(=S)S2)C(=O)N([H])C(=N3)N([H])[H]	
			NC1=C2N=CN([CH]3O[CH](COP(O)(=O)OP(O)(=O)OC[CH]4O[CH]([CH](O)[CH]4O)[N+]4=CC=CC(=C4)C(O)=O)[CH](O)[CH]3O)C2=NC=N1	
			[H]C(C(C)C1CC(C)=CC2(OC(CC(C)(O)C(O)=O)CCC2O)O1)=C([H])C1CCC2(CCC3OC(C(O)CC(C)C4OC5(CCCCO5)CCC4C)C(=C)C(O)C3O2)O1	T3D4029
			[H]C(=C([H])[C]([H])(C)[C]1([H])CC[C]2([H])C3=CC[C]4([H])C[C]([H])(O)CC[C]4(C)[C]3([H])CC[C]12C)[C]([H])(CC)C(C)C	
DB00157			NC(=O)C1=CN(C=CC1)[CH]1O[CH](CO[P](O)(=O)O[P](O)(=O)OC[CH]2O[CH]([CH](O)[CH]2O)N2C=NC3=C(N)N=CN=C23)[CH](O)[CH]1O	
			[H]SC([H])(C([H])([H])C([H])([H])SC([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]	
			C[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C]1([H])N([H])C(=O)N([H])[C]1([H])C([H])([H])[H]	
			[H]O[C]1([H])O[C]([H])(C([H])([H])OP(=O)(O[H])O[H])[C]([H])(O[H])[C]([H])(O[H])[C]1([H])N([H])C(=O)C([H])([H])[H]	
DB08995			COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[CH]3O[CH](CO[CH]4O[CH](C)[CH](O)[CH](O)[CH]4O)[CH](O)[CH](O)[CH]3O)C=C2O1	
			[H][C]1(C)C2=NC(=C3C4=NC(=CC5=C(CC)C(C)=C(N5)C=C5NC(=C2)C(C)=C5C=C)C(C)=C4C(=O)[C]3([H])C(=O)OC)[C]1([H])CCC(O)=O	
			COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[CH]1O[CH](COC(=O)CC(O)=O)[CH](O)[CH](O)[CH]1O[CH]1OC[C](O)(CO)[CH]1O)C=C2O	
			COC1=C(C)C(C=C)=CC(=C1)C1=[O+]C2=C(C=C1O[CH]1O[CH](COC(=O)C=CC3=CC=C(O)C(O)=C3)[CH](O)[CH](O)[CH]1O)C(O)=CC(O)=C2	
			C[CH]1O[CH](OC[CH]2O[CH](OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC=C(O)C(O)=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H]OC(=O)C([H])([H])C1=C([H])N(C([H])=N1)C1([H])O[C]([H])(C([H])([H])OP(=O)(O[H])O[H])[C]([H])(O[H])[C]1([H])O[H]	
			[H]O[C]1([H])[C]([H])(O[C]([H])(C([H])([H])OP(=O)(O[H])O[H])[C]1([H])O[H])N([H])C(=N[H])C([H])([H])N([H])C([H])=O	
			[H][C]12CC[CH]([CH](C)[CH](O)[CH](O)[CH](C)C(C)C)[C]1(C)CC[C]1([H])[C]2([H])CC(=O)[C]2([H])C[CH](O)[CH](O)C[C]12C	
			C[CH]1O[CH](O[CH]2[CH](O)[CH](O)[CH](CO)O[CH]2OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C2=CC=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			C[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C3=CC=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H][C]12CC[C]3([H])[C]([H])(CC[C]4(C)[CH]([CH](C[C]34O)OC(C)=O)C3=CC(=O)OC3)[C]1(C)CC[CH](C2)OC1CC(OC)C(O)C(C)O1	T3D3094
			CC1(C)C[CH](O)[C]2(C)CC[C]3(C)C(=CCC4[C]5(C)CC[CH](O[CH]6O[CH](CO)[CH](O)[CH](O)[CH]6O)[C](C)(CO)C5CC[C]34C)C2C1	
			CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	
			[H]SC([H])(C([H])([H])C([H])([H])SC(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]	
			C[CH]1O[CH](OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C2=CC=C(O)C=C2)[CH](OC[CH]2O[CH](O)[CH](O)[CH](O)[CH]2O)[CH](O)[CH]1O	
			C[CH]1O[CH](OC[CH]2O[CH](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C3=CC=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H]OC([H])([H])[C]1([H])O[C]([H])(N2C([H])=NC3=C2N([H])C(=NC3=O)N([H])[H])[C]([H])(O[H])[C]1([H])OC([H])([H])[H]	
			CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	
			[H]N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]	
			OC[CH]1O[CH](OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C=C3)C(O)=C2O[CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			OC[CH]1O[CH](OC[CH]2O[CH](OC3=CC4=C(C(=O)C=C(O4)C4=CC=C(O)C=C4)C(O)=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O	
			[H]OC(=O)C([H])(N([H])[H])C([H])([H])C(=O)N([H])C([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	
DB01410			[H][C]12C[C]3([H])[C]4([H])CCC5=CC(=O)C=C[C]5(C)[C]4([H])[CH](O)C[C]3(C)[C]1(O[CH](O2)C1CCCCC1)C(=O)COC(=O)C(C)C	
			[H][C]1(CC[C]2([H])[C]3([H])COC(=O)[C]4([H])C[CH](O)[CH](O)C[C]4(C)[C]3([H])CC[C]12C)[CH](C)[CH](O)[CH](O)CC(C)C	
			[H][C]12C[C]([H])(C)CN[C]1([H])[C]([H])(C)[C]1(CC[C]3([H])C(C[C]4([H])[C]3([H])CC=C3C[C]([H])(O)CC[C]43C)=C1C)O2	T3D4082
			CC(C)=CCC1=C(O)C=CC2=C1OC(=C2)C1=CC(O)=C(C2C=C(C)CC(C2C(=O)C2=C(O)C(CC=C(C)C)=C(O)C=C2)C2=C(O)C=C(O)C=C2)C(O)=C1	
			[H]C(C([H])=C1C[C]([H])(O)CC[C]1([H])C)=C1CCC[C]2(C)[C]1([H])CC[C]2([H])[C]([H])(C)C([H])=C([H])[C]([H])(C)C(C)C	T3D2974
			COC1=CC(C=CC(=O)OCC[N+](C)(C)C)=CC(OC)=C1O.OC[CH]1O[CH](SC(CC2=CC=C(O)C=C2)=NOS([O-])(=O)=O)[CH](O)[CH](O)[CH]1O	
			CCC1=C(CO)C2=CC3=C(C=C)C(C)=C4C=C5C(C)C(CCC([O-])=O)C6=[N]5[Mg]5(N34)N3C(=CC1=[N]25)C(C)=C1C(=O)C(C(=O)OC)C6=C31	
			[H][C]1(CC[C]2([H])[C]3([H])CC(=O)[C]4([H])C[CH](O)CC[C]4(C)[C]3([H])CC[C]12C)[CH](C)[CH](O)[CH](O)C(=C)C(C)(C)C	
DB01336			[H][C]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3	
DB00183			CSCC[CH](NC(=O)[CH](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[CH](CC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(N)=O	
			[H]OC([H])([H])[C]1([H])O[C]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C]([H])(O[H])[C]1([H])OP(=O)(O[H])O[H]	
			NC1=NC2=C(N=CN2[CH]2O[CH](COP([O-])(=O)OP([O-])(=O)OC3O[CH]([CH](O)[CH](O)[CH]3O)C([O-])=O)[CH](O)[CH]2O)C(=O)N1	
			[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CC1=CC(=CC([O-])=C1O)C(O)=O)=C(C)CCC=C(C)C	
			[H][C](O)(C1=COC=C1)[C]1(C)CC[C]2([H])[C]34COC(=O)C[C]3([H])OC(C)(C)[C]4([H])CC(=O)[C]2(C)[C]11O[C]1([H])C(O)=O	
			C[CH]1O[CH](O[CH]2[CH](O)[CH](O)[CH](CO)O[CH]2OC2=CC3=C(C(=O)C=C(O3)C3=CC=C(O)C=C3)C(O)=C2)[CH](O)[CH](O)[CH]1O	
			OC[CH]1O[CH](OC(=O)[CH]2O[CH](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[CH](O)[CH](O)[CH]2O)[CH](O)[CH]1O	
			C[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=C(O)C([CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)=C(O)C2=C1OC(=CC2=O)C1=CC=C(O)C=C1	
			C[CH]1[CH]2CCC(C)=C3[CH]([CH]2OC1=O)C(COC1O[CH](CO[CH]2O[CH](C)[CH](O)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O)=CC3=O	
			[H]O[C]1([H])O[C]([H])(C([H])([H])OS(=O)(=O)O[H])[C]([H])(O[H])[C]([H])(O[H])[C]1([H])N([H])C(=O)C([H])([H])[H]	
			CC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	
			[H]OC([H])([H])[C]1([H])O[C]([H])(O[H])[C]([H])(N([H])C(=O)C([H])([H])[H])[C]([H])(O[H])[C]1([H])OS(=O)(=O)O[H]	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C]1([H])C(O)C(O)C(O)[C]([H])(O)C1O)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC	
			[H][C]1(OC(=O)C2=CC=CN2)[C](O)(C(C)C)[C]2(C)[C]3(O)C[C]4(C)[C]5(O)CC[C]([H])(C)[C]([H])(O)[C]5(O3)[C]2(O)[C]14O	T3D4066
			[H]OC1([H])O[C]([H])(C([H])([H])OP(=O)(O[H])O[H])[C]([H])(O[H])[C]([H])(O[H])[C]1([H])N([H])C(=O)C([H])([H])[H]	
			O[CH]1C[CH](CO[CH]2O[CH]([CH](O)[CH](O)[CH]2O)C(O)=O)O[CH]([CH]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O	
DB00728			[H][C]12C[CH]([CH](OC(C)=O)[C]1(C)CC[C]1([H])[C]2([H])CC[C]2([H])C[CH](O)[CH](C[C]12C)N1CCOCC1)[N+]1(CC=C)CCCC1	
